"Estimate","Std. Error","z value","Pr(>|z|)","study","N","name"
1.12904071475143,0.24880717396977,4.53781415036128,5.6840318658988e-06,"COAD",1,"X206"
1.45337746295676,0.328025170916437,4.4306888367631,9.39325491327565e-06,"COAD",1,"X4048"
-1.2786696207741,0.293008294636993,-4.36393659899027,1.27742613604018e-05,"COAD",1,"X8051"
-1.14087313429214,0.264998713404728,-4.30520254092594,1.66833025307063e-05,"COAD",1,"X2375"
-1.19030658397227,0.280663288717272,-4.24104837298952,2.22478177741857e-05,"COAD",1,"X5185"
1.12766938895053,0.271307902986732,4.15641924373165,3.23274366836323e-05,"COAD",1,"X3994"
1.10604672028876,0.267290549214459,4.13799411741015,3.50355351702897e-05,"COAD",1,"X6356"
-1.12027662550505,0.270934458865841,-4.1348620998401,3.55167839880629e-05,"COAD",1,"X7356"
1.15610474017743,0.27996501838681,4.12946141214013,3.63614021530686e-05,"COAD",1,"X4745"
-1.09155864833731,0.265606750517757,-4.10967961548229,3.96208436379698e-05,"COAD",1,"X3201"
-1.16045814480924,0.283048351823958,-4.0998583363276,4.13403114393125e-05,"COAD",1,"X8851"
-1.07488307146134,0.26471692220555,-4.06050003341571,4.89677302574082e-05,"COAD",1,"X4545"
1.16357576344566,0.287676603734765,4.04473547149655,5.23822362118174e-05,"COAD",1,"X4411"
-1.12966131127867,0.280607734759415,-4.02576683157795,5.67899414323559e-05,"COAD",1,"X6943"
1.09087704949169,0.271007709410525,4.02526205569753,5.69119017039957e-05,"COAD",1,"X4064"
0.977286753053777,0.245478661189472,3.9811474786375,6.85833782864663e-05,"COAD",1,"X6082"
-1.03766324938519,0.261061192062929,-3.97478936331163,7.04415713011018e-05,"COAD",1,"X2021"
-1.00475910164875,0.254455556082248,-3.94866245846084,7.85890732265465e-05,"COAD",1,"X6910"
-1.02316253968702,0.25919803249301,-3.94741630500072,7.89991212340452e-05,"COAD",1,"X9540"
-1.38174163582985,0.350055301311688,-3.947209571323,7.90673424513243e-05,"COAD",1,"X4353"
0.956948086781149,0.242533817473538,3.94562744589446,7.95912841173839e-05,"COAD",1,"X3725"
1.3698765600055,0.347324047688897,3.94408786008539,8.01042878480665e-05,"COAD",1,"X7802"
-0.988693420397506,0.251080588068676,-3.93775332455044,8.22480818492807e-05,"COAD",1,"X3796"
-1.20225070098695,0.30543468510705,-3.93619572238688,8.27834657365962e-05,"COAD",1,"X1120"
-1.10399265051589,0.280537555601703,-3.93527578918275,8.31012133918406e-05,"COAD",1,"X252"
1.10879012911417,0.282214577995957,3.9288903393575,8.53387416933535e-05,"COAD",1,"X2656"
-0.940866623277205,0.240808455562746,-3.90711622263633,9.3404231972956e-05,"COAD",1,"X7833"
1.07556342152689,0.276443141316783,3.89072203565496,9.99463736823535e-05,"COAD",1,"X7528"
0.908745642116063,0.233839653135779,3.88619137058162,0.000101829243254076,"COAD",1,"X6674"
-0.984086164657472,0.253480174935354,-3.88230032154762,0.000103472974344147,"COAD",1,"X9440"
-1.13927713427521,0.293546617787625,-3.8810773663877,0.000103994749173437,"COAD",1,"X2017"
-1.11971263855088,0.289239716972238,-3.87122712700743,0.000108288833173933,"COAD",1,"X621"
1.04433327935579,0.270190822005414,3.86516933330497,0.000111012154361942,"COAD",1,"X1595"
-0.880274861973107,0.228686912958678,-3.84925770602433,0.000118476310422469,"COAD",1,"X5904"
1.01502945752284,0.263903709010962,3.84621141296911,0.000119958268300006,"COAD",1,"X2901"
1.06361977451777,0.27684903313993,3.84187642793817,0.000122097305966764,"COAD",1,"X5553"
-0.965434996718278,0.25140266385632,-3.8401939816757,0.000122937131312179,"COAD",1,"X7660"
1.06262296046176,0.276799483919812,3.83896293957541,0.000123555076488529,"COAD",1,"X5477"
-1.03337777100133,0.269719267319094,-3.83130868355349,0.000127463467875126,"COAD",1,"X7899"
1.01748129134787,0.265644459895731,3.83023719654175,0.000128019795077517,"COAD",1,"X373"
1.21058845502759,0.316859297247838,3.82058682053031,0.00013313452804414,"COAD",1,"X2861"
-1.01507389073988,0.266590476784455,-3.80761497178533,0.000140313510201906,"COAD",1,"X3579"
0.942780184293375,0.248281580480309,3.79722161615668,0.000146326961116475,"COAD",1,"X7909"
0.983307768779946,0.259359225726109,3.79129666981018,0.000149862811850754,"COAD",1,"X2355"
0.982204963302811,0.259204491792447,3.78930533383385,0.000151069139870276,"COAD",1,"X3401"
0.956955189685086,0.253026436368388,3.78203638884527,0.000155550616079533,"COAD",1,"X374"
1.07710225146755,0.284817363037005,3.78172959675781,0.000155742485448693,"COAD",1,"X5809"
-1.00702220477555,0.266723929160654,-3.77552253352192,0.00015967258849817,"COAD",1,"X3902"
1.24108668889672,0.330324950225485,3.75716907865885,0.000171846392680956,"COAD",1,"X7625"
0.940620684257693,0.250591904739412,3.75359565280385,0.00017431597071663,"COAD",1,"X3164"
0.976181636542613,0.260519781843474,3.7470537923647,0.000178923727112517,"COAD",1,"X3356"
0.965897872080123,0.257973623478887,3.74417298580595,0.000180988930907702,"COAD",1,"X7584"
0.976421011177178,0.26097992139576,3.7413644925446,0.000183023852762714,"COAD",1,"X9687"
-0.896598847076485,0.240393200742567,-3.7297179966277,0.000191694195301529,"COAD",1,"X9916"
-1.02032617907821,0.273621051669088,-3.72897543099928,0.000192259894237928,"COAD",1,"X4964"
-0.953226281970989,0.25624967001842,-3.71991223209173,0.000199292021024212,"COAD",1,"X5886"
0.876271588485773,0.235609420540586,3.71917042398068,0.000199878162375572,"COAD",1,"X7266"
-0.933794833869414,0.251592822204232,-3.71153209256265,0.000206008542414585,"COAD",1,"X9023"
-1.02122453712653,0.275356390396988,-3.70873737723756,0.00020829533096805,"COAD",1,"X9451"
-0.910710234578138,0.24591239031483,-3.70339303933486,0.000212734899003299,"COAD",1,"X2353"
-1.01021833171568,0.272802302947332,-3.70311511596995,0.000212968184729581,"COAD",1,"X3791"
0.898903168616067,0.242923787522794,3.70035054114131,0.000215301854083185,"COAD",1,"X5224"
-0.849753040833435,0.230276389364421,-3.69014401858051,0.000224127127702929,"COAD",1,"X834"
0.905790389456976,0.245515010519803,3.68934831128753,0.000224829232217518,"COAD",1,"X3263"
-1.04952038693338,0.2845740539864,-3.68803962354043,0.000225988464718101,"COAD",1,"X7205"
1.14953444315564,0.311779661601836,3.68700907958412,0.000226905264049665,"COAD",1,"X2939"
-0.821055220383843,0.222901546622713,-3.6834882163181,0.000230063923874735,"COAD",1,"X9231"
-0.909874169590933,0.247034885522772,-3.68318089028386,0.000230341583625196,"COAD",1,"X5990"
-0.890742486193396,0.242693632991558,-3.67023425878,0.00024232828354479,"COAD",1,"X2204"
1.01479630615697,0.276606281577488,3.66873919265164,0.000243749579515809,"COAD",1,"X3645"
0.941055882630458,0.256720917020002,3.66567669496576,0.000246685416422409,"COAD",1,"X4688"
-0.9848283696252,0.268724014506375,-3.66483200779154,0.000247500985330638,"COAD",1,"X4367"
-0.971302519441107,0.265126637842406,-3.66354179778216,0.000248751602246223,"COAD",1,"X955"
