"Estimate","Std. Error","z value","Pr(>|z|)","study","N","name"
-1.5291456876758,0.340439275359956,-4.49168412210663,7.06621742245437e-06,"COAD",1,"X8895"
-1.23854462199309,0.282168465291255,-4.38938001351307,1.13674276897706e-05,"COAD",1,"X1099"
1.31395407074396,0.310191161971982,4.23594941387352,2.27588014134477e-05,"COAD",1,"X4007"
0.961041838320524,0.227052114122003,4.23269275442254,2.30909861091172e-05,"COAD",1,"X5501"
-1.09280224553048,0.258884615887789,-4.2211942250139,2.43011434219168e-05,"COAD",1,"X8205"
1.03973156156034,0.246399962853894,4.21969041520052,2.44638024023214e-05,"COAD",1,"X2143"
-1.2149288054881,0.289139785934068,-4.20187350406746,2.64715046742312e-05,"COAD",1,"X7656"
-1.19966439890907,0.287529085364167,-4.17232363602328,3.01508961026252e-05,"COAD",1,"X5038"
-1.04186483898947,0.249830605704766,-4.17028504594301,3.04218884343728e-05,"COAD",1,"X9121"
-1.07065173136502,0.259141361360822,-4.1315354899069,3.60348041839374e-05,"COAD",1,"X9717"
1.05026228847564,0.254360262471642,4.1290344579383,3.64289811031714e-05,"COAD",1,"X243"
1.20028183820941,0.291992184215052,4.11066426807304,3.94522490825559e-05,"COAD",1,"X4563"
1.24628039282608,0.305165412841975,4.08395034423983,4.4276496059687e-05,"COAD",1,"X701"
-0.915469048257263,0.225273670490599,-4.06380846134198,4.82784480066e-05,"COAD",1,"X8614"
1.01774037784643,0.251204317601438,4.05144460717902,5.09023777728754e-05,"COAD",1,"X6205"
-1.16936908197632,0.288657785343428,-4.05105679233654,5.09868291476603e-05,"COAD",1,"X621"
0.984980540035024,0.246122448391713,4.00199391185721,6.28109152899267e-05,"COAD",1,"X6192"
-0.988289206028246,0.246963281166932,-4.00176577407968,6.28715212084671e-05,"COAD",1,"X5313"
1.03678230247303,0.260409590895174,3.9813522186684,6.85243197080411e-05,"COAD",1,"X4960"
-1.06375080678377,0.267223106833311,-3.98075907203383,6.86955490369213e-05,"COAD",1,"X8977"
1.06597089813892,0.267816594660166,3.98022721292357,6.88494300861842e-05,"COAD",1,"X5445"
1.11882369449009,0.28241699448001,3.96160187367649,7.44486047224433e-05,"COAD",1,"X2245"
-1.26876182280202,0.32127529010571,-3.94914225237974,7.84317337351956e-05,"COAD",1,"X5800"
1.1772174783409,0.298132602267646,3.94863718153192,7.8597370594126e-05,"COAD",1,"X8083"
0.971175156070008,0.247334646748906,3.92656333771122,8.61682092468234e-05,"COAD",1,"X9937"
-0.988077875800882,0.252166900702644,-3.91834881202757,8.91576237651403e-05,"COAD",1,"X8618"
-0.994035677886117,0.253961372116765,-3.91412154376408,9.07339257703549e-05,"COAD",1,"X1518"
-1.04706919497396,0.267631710083147,-3.91235102390767,9.14019237679622e-05,"COAD",1,"X3303"
1.01160232028544,0.258583628491474,3.91208958659496,9.15009539469031e-05,"COAD",1,"X3959"
-0.951453905252453,0.24335562330096,-3.90972640100361,9.24007178503624e-05,"COAD",1,"X3441"
-1.01207161578982,0.259165347966026,-3.90511935230822,9.4178892271156e-05,"COAD",1,"X7132"
-0.939819368035729,0.241024023121778,-3.89927674371647,9.64804513020777e-05,"COAD",1,"X442"
1.07663388627797,0.276440012869305,3.89463838864377,9.83453324067051e-05,"COAD",1,"X8461"
0.982744545951769,0.25303185200561,3.8838768248433,0.000102804002802825,"COAD",1,"X1257"
-1.06594357987054,0.274565408093843,-3.88229379392985,0.000103475752787342,"COAD",1,"X7845"
0.927870420751824,0.240181762615992,3.86320098014821,0.000111910859708423,"COAD",1,"X7494"
1.02591891061892,0.265672961057654,3.86158571250419,0.000112653476537833,"COAD",1,"X2584"
1.01291741631993,0.262530749694675,3.85828104897411,0.000114187297619206,"COAD",1,"X2803"
-1.14873442568361,0.297797865521802,-3.85743001774308,0.000114585471387706,"COAD",1,"X3255"
0.975579784833992,0.252975048595585,3.85642690949173,0.000115056479176724,"COAD",1,"X1175"
0.937048526043409,0.243193680863588,3.85309570016754,0.000116633777362523,"COAD",1,"X2004"
-0.953682397668321,0.24833512618281,-3.84030407750805,0.000122882008766037,"COAD",1,"X319"
-0.916895062889279,0.238979729198768,-3.8367064267893,0.000124695386217947,"COAD",1,"X1803"
-0.988416636519702,0.258347930729775,-3.82591272834137,0.000130288444712642,"COAD",1,"X710"
-0.961944468295685,0.251452227335381,-3.82555556770895,0.000130477497966999,"COAD",1,"X2791"
1.0462797643944,0.273799956747562,3.82132918070198,0.000132734338318264,"COAD",1,"X8867"
1.25293521304509,0.328633146245959,3.81256494470388,0.000137532074909969,"COAD",1,"X6234"
1.29974886914016,0.341367831972594,3.80747319285932,0.000140393952244193,"COAD",1,"X6439"
-1.10076695883953,0.289567627116033,-3.80141582055524,0.000143871619067356,"COAD",1,"X5671"
-0.999104652700724,0.263267266857784,-3.79502041642129,0.000147631307154099,"COAD",1,"X4151"
