"Estimate","Std. Error","z value","Pr(>|z|)","study","N","name"
-1.28937688748138,0.275008912307406,-4.68849128074843,2.75226640028564e-06,"COAD",1,"X5498"
-1.37818603254927,0.300382303010514,-4.58810661858807,4.47284198559145e-06,"COAD",1,"X667"
1.24044867595187,0.271095798352443,4.57568388551417,4.74666824640579e-06,"COAD",1,"X2945"
-1.20065653272906,0.272823959690483,-4.40084710335262,1.07829087732005e-05,"COAD",1,"X4648"
-1.16417551203285,0.265670233206423,-4.38203218321528,1.17577435489344e-05,"COAD",1,"X9322"
-1.03661025421161,0.238313004636349,-4.34978466992776,1.36271277583153e-05,"COAD",1,"X9633"
-1.11730048919756,0.258054532993749,-4.32970688883279,1.49307940407817e-05,"COAD",1,"X5221"
1.27964878062872,0.296460755884789,4.31641880156989,1.58580977142066e-05,"COAD",1,"X580"
1.1118366050963,0.260726788653937,4.26437425489117,2.00463198080153e-05,"COAD",1,"X2716"
1.11402139665239,0.261755886425858,4.25595547005181,2.08158137035372e-05,"COAD",1,"X7344"
-1.1032669225199,0.259645315849662,-4.24913085340891,2.1460153910269e-05,"COAD",1,"X8663"
-1.08939151789177,0.258870749710917,-4.20824492187049,2.57361830772402e-05,"COAD",1,"X621"
1.11720337464801,0.265593218243322,4.20644541316748,2.59418706672642e-05,"COAD",1,"MRS"
-1.00437431720627,0.240018194193225,-4.18457575927641,2.8569915665624e-05,"COAD",1,"X3081"
1.06904551354064,0.255781467201737,4.17952686422537,2.9211621213268e-05,"COAD",1,"X2519"
-1.06841442428633,0.257325556644628,-4.15199499893373,3.29589466083824e-05,"COAD",1,"X6305"
-0.985286018239266,0.239118750211941,-4.12048832375531,3.78070227996528e-05,"COAD",1,"X8589"
-1.07213073678239,0.260551249063171,-4.1148554867317,3.87422061119577e-05,"COAD",1,"X8858"
1.01349986970406,0.24681668342531,4.10628591081751,4.02071765741501e-05,"COAD",1,"X8911"
-1.13791378549106,0.278006750506501,-4.09311566506168,4.25615274884914e-05,"COAD",1,"X7342"
1.0222008326908,0.250307502446723,4.08378024109915,4.43089360212332e-05,"COAD",1,"X724"
-1.10132379014479,0.269796511720426,-4.08205348216668,4.46395205228113e-05,"COAD",1,"X5095"
-1.19762520078574,0.2935097660983,-4.08035894923047,4.49662087034615e-05,"COAD",1,"X1393"
-1.00155720970391,0.2461592739441,-4.06873644716449,4.72687773869236e-05,"COAD",1,"X1013"
1.16660699255823,0.286793201850483,4.0677637581048,4.74664672694589e-05,"COAD",1,"X3048"
0.984927793508903,0.242589374355755,4.06006155926894,4.90597796058701e-05,"COAD",1,"X3337"
1.03973243932157,0.257143628120682,4.04339180760725,5.26834725485293e-05,"COAD",1,"X1623"
-0.984761319359263,0.244022484150158,-4.03553517942754,5.44779757092109e-05,"COAD",1,"X6611"
-1.10135201530582,0.273072078890721,-4.03319160193805,5.50243789944316e-05,"COAD",1,"X7967"
-1.27009426250864,0.315290000525506,-4.02833664369859,5.617287089829e-05,"COAD",1,"X7334"
-1.04452233446222,0.259662703734858,-4.02261210192429,5.75562446048162e-05,"COAD",1,"X1120"
-1.05429171866751,0.262095202169236,-4.02255253030822,5.75708086947292e-05,"COAD",1,"X1156"
-0.929394948937532,0.231460515446216,-4.01534986278684,5.93576756195404e-05,"COAD",1,"X1782"
-0.926840337815802,0.232039836947402,-3.99431558825779,6.48813969721032e-05,"COAD",1,"X585"
0.998852351875775,0.250246100255765,3.99148019032022,6.56621740887869e-05,"COAD",1,"X480"
1.01029731201559,0.253342733490224,3.98786773197336,6.66698145317277e-05,"COAD",1,"X7861"
-1.00301988107637,0.251760715290584,-3.98402062020945,6.77589892773455e-05,"COAD",1,"X9530"
1.12251283455524,0.2820619641367,3.97966751026104,6.90117191845267e-05,"COAD",1,"X7047"
-1.30979972316974,0.331508162173411,-3.95103310453209,7.78145587138445e-05,"COAD",1,"X4685"
-1.07082229635877,0.271573498643683,-3.94302942557637,8.04587790183105e-05,"COAD",1,"X214"
0.902167184903858,0.229054102729087,3.93866415905631,8.19365250696899e-05,"COAD",1,"X1036"
0.934866950788066,0.237476776287712,3.9366668412891,8.26211848096126e-05,"COAD",1,"X2546"
0.890655659181,0.22658575437516,3.93076635217912,8.46755297615828e-05,"COAD",1,"X7876"
-1.02278265766953,0.260283649897542,-3.92949252890892,8.51253213323551e-05,"COAD",1,"X1281"
0.884952751428414,0.225520382842918,3.92404775245886,8.70734642490155e-05,"COAD",1,"X7076"
1.00634980403353,0.256646436467041,3.92115245349517,8.81264835285181e-05,"COAD",1,"X9067"
-0.943322842927605,0.24063750191707,-3.92009905111424,8.85125818335442e-05,"COAD",1,"X5205"
1.04304973725841,0.267315260349721,3.90194609875177,9.5422409016289e-05,"COAD",1,"X5963"
0.994688110288582,0.255270141923069,3.89660969667322,9.75486345895267e-05,"COAD",1,"X4075"
-1.07304276523477,0.275412751002253,-3.8961259467104,9.77435744554562e-05,"COAD",1,"X9663"
-1.04111831852866,0.267244522737461,-3.89575175522474,9.78946170536008e-05,"COAD",1,"X4620"
0.881286967363844,0.22653561446396,3.89027998731763,0.000100128624565708,"COAD",1,"X7632"
