"Estimate","Std. Error","z value","Pr(>|z|)","CI_l","CI_H","study","N","name"
1.28323480692913,0.930769501071114,1.37868162359468,0.16799293777458,-0.257119523883449,3.65774732854029,"GSE77954",1,"pm2_510"
-3.89265987622009,2.89169893356301,-1.34614977757167,0.178254218049367,NA,NA,"GSE77954",1,"PCB"
1.23422418584852,0.953883045536594,1.29389466730088,0.195701806757492,-0.187437029811244,4.36861394883988,"GSE77954",1,"HEPTACHLOR"
0.813341584859605,0.665443062448169,1.22225571315946,0.221610941167302,-0.465295731115559,2.40225679192961,"GSE77954",1,"DDT"
0.962607462213371,0.808960167798242,1.1899318415557,0.234073182195587,-0.428146150064326,3.25746915356402,"GSE77954",1,"MALATHION"
0.88770329976943,0.846609679638972,1.04853903884962,0.294390325724792,-0.562790741311629,3.08508975048021,"GSE77954",1,"LINDANE"
0.764888421370006,0.745377946642488,1.02617527767678,0.3048089722954,-0.60933432187242,2.59552245529656,"GSE77954",1,"NO2"
-0.673162027974723,0.67349159451513,-0.999510659757166,0.317547377829929,-2.17827638342069,0.657542324439301,"GSE77954",1,"Alcohol"
-0.705510956020092,0.738875462279236,-0.95484420858121,0.339656487157838,-2.47296253988245,0.669239489398541,"GSE77954",1,"GLYPHOSATE"
0.734776382449398,0.807476864982593,0.909965863189452,0.362840513000695,-0.683922913952575,2.77080356695062,"GSE77954",1,"AHEI"
-0.80619580068387,0.902364954056393,-0.893425433977445,0.371629387270755,-3.14677795722713,0.673222410816969,"GSE77954",1,"MESOTRIONE"
0.818631713159451,0.943653523958012,0.867513014443928,0.385660984108529,-0.683475706273518,3.32598666949644,"GSE77954",1,"dicamba"
-0.587762690164845,0.765858291693404,-0.767456194624767,0.442810328506312,-2.44425293208618,0.801897707568291,"GSE77954",1,"pm10"
0.439290330305004,0.730639391902952,0.60124096123653,0.547679505901895,-0.936751648546081,2.15230817175728,"GSE77954",1,"BMI"
0.410743994132617,0.724112625072146,0.567237719535263,0.570552684335576,-0.961430447653958,2.07181441563112,"GSE77954",1,"METOLACHLOR"
-0.391940262934384,0.713415309121098,-0.549385831679503,0.582740695208786,-2.02689029808535,0.980916448316274,"GSE77954",1,"ACETOCHLOR"
-0.363775237056069,0.712181086280795,-0.510790365068249,0.609497856506443,-1.96924925665667,1.00934290952062,"GSE77954",1,"Obesity"
0.344673571920734,0.705203191578193,0.488757816239289,0.625013166135323,-1.03289985266256,1.90775190880356,"GSE77954",1,"MDS"
-0.223297000970457,0.688531631668937,-0.324308994242147,0.745704110946375,-1.7084129153241,1.1734572700175,"GSE77954",1,"TOXAPHENE"
-0.160595777719468,0.683135797327783,-0.235086169320461,0.814141853203635,-1.62791657104501,1.25350600547942,"GSE77954",1,"pm2_5"
0.123284337257643,0.675156062932917,0.182601244402795,0.855110907868641,-1.35996106706549,1.48445547516308,"GSE77954",1,"A_2_4_D"
0.0717378752180304,0.687228581927184,0.104387211336375,0.916862071110575,-1.33198299679526,1.5430672476262,"GSE77954",1,"birthweight"
0.0648533812404385,0.696386490798395,0.0931284309752839,0.925801530929004,-1.26727507486956,1.7094975776958,"GSE77954",1,"ATRAZINE"
0.0507591570369223,0.690978798589821,0.0734597894183061,0.941440240981642,-1.29793341026222,1.62641711588584,"GSE77954",1,"smoking"
0.0457334892196203,0.681311154296634,0.0671257015699886,0.946481633142002,-1.43924324566371,1.44091322060695,"GSE77954",1,"CHLORDANE"
-0.00742195350146745,0.685057709081751,-0.0108340558803664,0.991355843186374,-1.42781608000849,1.44068991514947,"GSE77954",1,"PICLORAM"
