"Estimate","Std..Error","z.value","Pr...z..","CI_l","CI_H","study","name"
0.0277121353785877,0.208450422055518,0.132943532113391,0.894238038791797,-0.392306199343575,0.431631494905099,"COAD","NO2"
1.11720337464801,0.265593218243322,4.20644541316748,2.59418706672642e-05,0.629417969634801,1.67932059646312,"COAD","PICLORAM"
0.835788348504589,0.25499160832555,3.27770923126823,0.00104653137861045,0.361590000426979,1.3671529916662,"COAD","smoking_sm13"
-0.710903884516695,0.246774305692732,-2.88078567386131,0.00396685285414304,-1.2247523381715,-0.249938144871358,"COAD","education"
-0.582576249182746,0.219154022507606,-2.65829594418021,0.00785368942243173,-1.03741556242652,-0.166627833900987,"COAD","MDS"
0.47872811844824,0.202860729776485,2.35988561697333,0.0182805706200094,0.0932633840113523,0.903404946812992,"COAD","HEPTACHLOR"
-0.512483760840534,0.21873857214218,-2.34290530390506,0.0191342388668463,-0.958825202488634,-0.0941028977700239,"COAD","BMI"
-0.475095367720749,0.223439005494721,-2.12628661978167,0.0334794014650195,-0.932463886318179,-0.0483024838642024,"COAD","Obesity"
0.478494281087406,0.232380852624402,2.05909512631317,0.0394851266366819,0.0415956543674597,0.959733008825409,"COAD","METOLACHLOR"
-0.418683958454519,0.207226899358035,-2.02041317875022,0.0433405475609806,-0.849439349398516,-0.0201199341765356,"COAD","MESOTRIONE"
0.28222814120422,0.222764547965995,1.26693472449352,0.205178631145735,-0.14085184966143,0.739041168987278,"COAD","coffee"
0.227390678698247,0.210248099834009,1.08153500021057,0.279459200389365,-0.184006044977599,0.64584918321438,"COAD","ACETOCHLOR"
0.222712487023343,0.211422508830187,1.0534000767261,0.292157669040758,-0.187684546086284,0.64810239433801,"COAD","AHEI"
0.314283080336928,0.429841255814813,0.731160808985561,0.464680935221573,-0.538463030593196,1.17024018785312,"COAD","PCB"
0.110245279728977,0.208080807000588,0.529819550962553,0.596237048485239,-0.292537994177109,0.529952458744528,"COAD","smoking"
-0.0752327415113725,0.203719576544206,-0.369295591457542,0.71190741119514,-0.478054309150379,0.329905222804801,"COAD","Alcohol"
0.00169753843668814,0.204982518757164,0.00828138149038533,0.993392489092048,-0.397675370036298,0.413271434192683,"COAD","dicamba"
