"Estimate","Std..Error","z.value","Pr...z..","CI_l","CI_H","study","name"
0.417697483948573,0.469858319987138,0.888986032981192,0.374010586182533,-0.471122346489034,1.44689825212856,"GSE199057","NO2"
-1.08295945675797,0.591723363966777,-1.83017863195068,0.0672232319182409,-2.52747902747667,-0.0788678093654987,"GSE199057","education"
0.80360319492678,0.519573354622161,1.54665975030834,0.121945313556508,-0.129266304601931,1.99323832250505,"GSE199057","coffee"
0.562162012411004,0.488692941571349,1.15033790052998,0.250004726364871,-0.34464427685407,1.63384392183627,"GSE199057","ACETOCHLOR"
0.53773804398559,0.471880995995806,1.139562831622,0.254468477669263,-0.356737281242036,1.54781773504672,"GSE199057","MDS"
-0.552483808693007,0.498584569897739,-1.10810450633545,0.267816685031672,-1.71997717364569,0.358849591527073,"GSE199057","MESOTRIONE"
0.496744186818563,0.474440257816743,1.04701103802712,0.295094487341708,-0.388877746429665,1.54905487521965,"GSE199057","dicamba"
0.419520409739395,0.451957336138423,0.928230114204645,0.353288216606419,-0.459604923044652,1.37304191612175,"GSE199057","METOLACHLOR"
0.358064791158036,0.45966650483476,0.77896646240681,0.435999470967067,-0.53838360099988,1.3282824200828,"GSE199057","smoking_sm13"
-0.316714452703917,0.451614385136404,-0.701293986922622,0.483119565535465,-1.26910191298844,0.571031223770655,"GSE199057","PICLORAM"
0.22251909444687,0.441703793528631,0.503774469920748,0.614419870075723,-0.674232457577219,1.17407400803594,"GSE199057","smoking"
-0.192783031526056,0.445689809865704,-0.43254978520632,0.665341876511584,-1.160977484107,0.680582929954581,"GSE199057","AHEI"
0.187423699781377,0.462873911814783,0.404913076752474,0.685541405827396,-0.713412232449972,1.17551956690542,"GSE199057","BMI"
-0.377958336665387,1.04894966543089,-0.360320756201517,0.718607279125688,-2.5243472081415,1.72018006001318,"GSE199057","PCB"
0.128856786568904,0.448458047371088,0.287332978690599,0.773857373447578,-0.801846805235427,1.06581152776081,"GSE199057","Alcohol"
0.0901993815066841,0.448732079484294,0.201009434427656,0.840691197025724,-0.811367724741456,1.01438600398119,"GSE199057","HEPTACHLOR"
0.0335534750621982,0.452809128972914,0.0741007036194389,0.940930255394752,-0.990293139054472,0.946190156556179,"GSE199057","Obesity"
