"Estimate","Std. Error","z value","Pr(>|z|)","CI_l","CI_H","study","N","name"
-1.91051832994768,1.19317818210692,-1.6012011940866,0.1093323644682,-5.2565745187931,-0.105230417415215,"GSE42752",1,"pm10"
-1.36859549665311,0.88763015813224,-1.54185330919009,0.123109244223894,-3.60076237046663,0.128533766095345,"GSE42752",1,"GLYPHOSATE"
1.79830190026459,1.22953520533765,1.46258675022709,0.143580490964037,-0.0932103291108111,4.93273531913506,"GSE42752",1,"birthweight"
-1.35179869831635,0.926428874994009,-1.45915000579521,0.144523825439537,-3.80067726316437,0.158212946369982,"GSE42752",1,"Obesity"
-1.67382623390429,1.24274871495999,-1.34687424235894,0.178020738491557,-5.39071049642224,0.0944623752816747,"GSE42752",1,"MDS"
2.2383496637309,1.71819818509053,1.30273078109029,0.192666689447073,0.0423946894575082,7.42168096167495,"GSE42752",1,"ACETOCHLOR"
-0.944440860377152,0.771870933007552,-1.22357355354371,0.221113141268724,-2.82492541352793,0.418347818335957,"GSE42752",1,"METOLACHLOR"
1.38362545157745,1.14330262755526,1.21020053503775,0.226201952856759,-0.316130787516762,4.5194992756826,"GSE42752",1,"PICLORAM"
-0.972592324161315,0.813605380522133,-1.19541038867903,0.231926728742113,-2.95561362510509,0.438300834730192,"GSE42752",1,"HEPTACHLOR"
-0.975506677425719,0.929892769927863,-1.04905286821554,0.294153786651321,-3.36580565371215,0.585810572636417,"GSE42752",1,"pm2_5"
-0.706830613349324,0.718779032603659,-0.983376783806487,0.325422032194576,-2.37310575491855,0.627040956868104,"GSE42752",1,"AHEI"
-0.640958693567551,0.752044644391057,-0.85228809000634,0.394054214719775,-2.5041096274372,0.724464527682648,"GSE42752",1,"CHLORDANE"
-0.742429885832117,0.877664439721231,-0.8459154230607,0.397599927951573,-3.04653971329534,0.782091668127433,"GSE42752",1,"A_2_4_D"
-0.600665457362125,0.719296952136071,-0.835072991173326,0.403676612653515,-2.28190665830823,0.755234883250287,"GSE42752",1,"MALATHION"
-0.78122313028209,0.936235752294114,-0.834429926829661,0.404038759010114,-3.46198327194349,0.670279569161696,"GSE42752",1,"BMI"
-0.414032141380689,0.67341981582412,-0.614820252763134,0.538673432739991,-1.99144939767489,0.912240837701014,"GSE42752",1,"smoking"
0.358229411409719,0.686991997633071,0.521446265231539,0.602055929187504,-0.983233600657855,2.05957457827922,"GSE42752",1,"LINDANE"
0.340601489514202,0.690139243450696,0.493525752587542,0.621641148121434,-1.04605374486583,1.85859599465606,"GSE42752",1,"MESOTRIONE"
0.585786614820164,1.18977756960095,0.492349687695522,0.622472160019885,-1.59605474812809,3.69335144830865,"GSE42752",1,"PCB"
-0.356288708240438,0.749134856063017,-0.475600227858663,0.63435921302864,-2.05464082894523,1.09299338683077,"GSE42752",1,"dicamba"
0.295659539855509,0.671590400465269,0.440237888526519,0.659764820872506,-1.11961292332075,1.74758750485627,"GSE42752",1,"DDT"
0.265620159384476,0.684747850586351,0.387909446020202,0.698083047522422,-1.05890937435484,1.88872255558106,"GSE42752",1,"NO2"
-0.22874081469922,0.661681089040895,-0.345696466904894,0.729570839753173,-1.65399685592645,1.10771694599841,"GSE42752",1,"TOXAPHENE"
-0.250753555902557,0.727848973640338,-0.344513168231059,0.730460394659217,-1.7991228780166,1.2285176791646,"GSE42752",1,"pm2_510"
0.0793417269117009,0.659678976171334,0.120273238617042,0.904266702691401,-1.31119039089989,1.44874626451227,"GSE42752",1,"ATRAZINE"
0.0542122322911319,0.668626836116723,0.0810799527670588,0.935378368563955,-1.33093187064686,1.58742373416851,"GSE42752",1,"Alcohol"
